Document,SubDoc Name,Content Item Name,Content Group,Major Version,Minor Version,Shared Content Item,Item Author,States
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_ADF_Table_Heading,SOBA_ADF_Table_Heading,1,0,0,US\uu49," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Aggregate_Benefit_Maximum,SOBA_Aggregate_Benefit_Maximum,1,0,0,IE\yo50," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Aggregate_Benefit_Maximum_Expenses,SOBA_Aggregate_Benefit_Maximum_Expenses,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Attachment_Point,SOBA_Attachment_Point,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Benefit_Specifications,SOBA_Benefit_Specifications,1,0,0,IE\yo50," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Claim_Basis_RunIn_0_and_RunOut_3_6_12_and_BenefitYears_not_12,SOBA_Claim_Basis_RunIn_0_RunOut_3_6_12_BenefitYears_not_12,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Claim_Basis_RunIn_0_RunOut_0_and_BenefitYears_is_12,SOBA_Claim_Basis_RunIn_0_RunOut_0_and_BenefitYears_is_12,1,0,0,US\uu49," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Claim_Basis_RunIn_0_RunOut_0_BenefitYears_not_12,SOBA_Claim_Basis_RunIn_0_RunOut_0_BenefitYears_not_12,1,0,0,IE\y159," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Claim_Basis_RunIn_0_RunOut_12_and_BenefitYears_is_12,SOBA_Claim_Basis_RunIn_0_RunOut_12_and_BenefitYears_is_12,1,0,0,IE\y159," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Schedule_of_Benefit_Aggregate,Schedule_of_Benefit_Aggregate,SOBA_Claim_Basis_RunIn_0_RunOut_3_and_BenefitYears_is_12,SOBA_Claim_Basis_RunIn_0_RunOut_3_and_BenefitYears_is_12,1,0,0,IE\y159," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
