Document,SubDoc Name,Content Item Name,Content Group,Major Version,Minor Version,Shared Content Item,Item Author,States
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Accumulated_Aggregate_Losses,BPA_Accumulated_Aggregate_Losses,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Aggregate_Benefit_Related_Provider,BPA_Aggregate_Benefit,2,0,0,IE\yo50," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Aggregate_Deductible,BPA_Aggregate_Deductible,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Aggregate_Deductible_Factor,BPA_Aggregate_Deductible_Factor,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Benefit_Attachment_Point,BPA_Benefit_Attachment_Point,1,0,0,US\uu49," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY"
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Benefit_Attachment_Point_WA,BPA_Benefit_Attachment_Point,2,0,0,yo50us, WA
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Claims_Basis_Adjustment,BPA_Claims_Basis_Adjustment,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Definitions,BPA_Definitions,1,0,0,US\uu49," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Family_Deductible,BPA_Family_Deductible,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
Benefit_Provisions_Aggregate,Benefit_Provisions_Aggregate,BPA_Maximum_Eligible_Expenses_Medical_and_Drug,BPA_Maximum_Eligible_Expenses_Medical_and_Drug,1,0,0,US\uv90," AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
